,date,market_capitalisation,sent_usd,transactions,avg_transaction_value,median_transaction_value,avg_transaction_fee,median_transacation_fee,block_time,block_size,fee,difficulty,hashrate,mining_profitability,active_adresses,top_addresses,tweets,google_trends,price,CHFUSD=X,CL=F,CNY=X,EURUSD=X,GBPUSD=X,GC=F,JPY=X,^DJI,^FTSE,^GSPC,^IXIC
3834,2021-01-14,716031682705,27632840556,338662,219840,942.919,16.074,8.97,9.796,881406,13.344,20607418304386,1.5697518868271E+20,0.26,990896,13.588,106170,240.816,38495,1.1275228261947632,53.56999969482422,6.4670000076293945,1.2162491083145142,1.364926815032959,1850.300048828125,103.83699798583984,30991.51953125,6802.0,3795.5400390625,13112.6396484375
3835,2021-01-15,697478706094,26292418050,343847,189178,815.48,16.049,8.249,9.29,884600,13.194,20607418304386,1.493468876927E+20,0.28,1031438,13.577,70388,212.533,37496,1.1258091926574707,52.36000061035156,6.473100185394287,1.2151259183883667,1.3683634996414185,1829.300048828125,103.8280029296875,30814.259765625,6735.7001953125,3768.25,12998.5
3836,2021-01-16,685739873854,15752925068,308314,203033,641.398,10.58,5.327,9.796,891606,8.789,20607418304386,1.6189530201558E+20,0.229,987275,13.562,62189,175.92,36863,,,,,,,,,,,
3837,2021-01-17,663671258596,13337911168,271741,187109,630.344,8.706,4.145,10.827,879911,7.391,20607418304386,1.320352327186E+20,0.243,827141,13.56,59161,165.076,35675,,,,,,,,,,,
3838,2021-01-18,670595370544,17849641308,313671,205468,838.294,9.729,5.48,9.931,884254,8.548,20607418304386,1.5289718662712E+20,0.234,907480,13.574,69189,155.218,36046,1.1208499670028687,,6.479700088500977,1.2068113088607788,1.357533574104309,,103.90799713134766,,6720.7001953125,,
3839,2021-01-19,685922856163,25379289187,324934,239498,863.654,11.067,6.13,9.664,878644,9.485,20607418304386,1.4937706323957E+20,0.254,960625,13.491,70173,150.26,36868,1.1224603652954102,52.97999954223633,6.491399765014648,1.207729458808899,1.3581236600875854,1839.5,103.7030029296875,30930.51953125,6713.0,3798.909912109375,13197.1796875
3840,2021-01-20,654460457834,24578795885,314668,227649,791.412,10.475,5.727,10.213,896405,9.615,20607418304386,1.4937650534112E+20,0.23,942868,13.505,61204,149.039,35175,1.1261261701583862,53.2400016784668,6.47790002822876,1.2138868570327759,1.3644241094589233,1865.9000244140625,103.89700317382812,31188.380859375,6740.39990234375,3851.85009765625,13457.25
3841,2021-01-21,613453358456,20737066031,290625,250620,980.926,13.634,6.825,11.163,883624,12.978,20607418304386,1.3005844541485E+20,0.235,901497,13.534,79347,180.044,32969,1.1245051622390747,53.130001068115234,6.465400218963623,1.2115631103515625,1.3668484687805176,1865.300048828125,103.55500030517578,31176.009765625,6715.39990234375,3853.070068359375,13530.91015625
3842,2021-01-22,592637150824,17562720817,323727,196790,785.029,11.277,6.178,10.213,894616,11.514,20607418304386,1.4999471479439E+20,0.211,991335,13.565,79570,196.04,31849,1.1294840574264526,52.27000045776367,6.461400032043457,1.2166293859481812,1.3729474544525146,1855.699951171875,103.50599670410156,30996.98046875,6695.10009765625,3841.469970703125,13543.0595703125
3843,2021-01-23,601912465768,11480671801,308120,171672,550.697,8.058,4.133,9.231,884614,7.302,20736254808568,1.4172944541953E+20,0.24,925527,13.545,52802,141.251,32346,,,,,,,,,,,
3844,2021-01-24,599973416594,8595271481,253832,192405,550.733,7.31,3.224,10.36,895871,6.217,20823531150112,1.621708488539E+20,0.184,860994,13.572,50983,130.118,32240,,,,,,,,,,,
3845,2021-01-25,620759574654,15671387458,308962,249678,833.924,10.87,5.394,10.286,871356,10.324,20823531150112,1.4309254817966E+20,0.227,903873,13.617,63766,132.698,33356,1.1295312643051147,52.77000045776367,6.480800151824951,1.216944694519043,1.3688204288482666,1854.9000244140625,103.7770004272461,30960.0,6638.89990234375,3855.360107421875,13635.990234375
3846,2021-01-26,596513850313,16064540125,336774,162065,646.672,7.781,4.147,8.944,878139,7.518,20823531150112,1.6119725871065E+20,0.216,1021172,13.659,55828,128.351,32051,1.126100778579712,52.61000061035156,6.478700160980225,1.214624047279358,1.3678992986679077,1850.699951171875,103.76000213623047,30937.0390625,6654.0,3849.6201171875,13626.0595703125
3847,2021-01-27,580192445847,20577713225,323411,192242,731.571,8.009,4.36,10.141,902598,8.565,20823531150112,1.4708933069327E+20,0.206,895064,13.602,60652,138.327,31173,1.1277772188186646,52.849998474121094,6.463699817657471,1.216299295425415,1.374154806137085,1844.9000244140625,103.60299682617188,30303.169921875,6567.39990234375,3750.77001953125,13270.599609375
3848,2021-01-28,591077512946,19448788528,325001,213082,723.503,8.393,4.521,9.931,892949,8.662,20823531150112,1.5354897583268E+20,0.205,963465,13.563,84933,141.191,31756,1.124985933303833,52.34000015258789,6.482100009918213,1.2105072736740112,1.3669419288635254,1837.9000244140625,104.14299774169922,30603.359375,6526.2001953125,3787.3798828125,13337.16015625
3849,2021-01-29,652078893983,31502730286,340884,256129,1017,17.206,8.206,9.474,885182,14.989,20823531150112,1.5445082269006E+20,0.253,1070393,13.544,200783,226.037,35032,1.1253544092178345,52.20000076293945,6.448400020599365,1.2120037078857422,1.3725008964538574,1847.300048828125,104.29100036621094,29982.619140625,6407.5,3714.239990234375,13070.6904296875
3850,2021-01-30,633986608265,15771521578,312177,213434,690.014,15.106,7.697,10.588,897668,14.013,20823531150112,1.5642392673366E+20,0.215,907122,13.59,93578,159.379,34058,,,,,,,,,,,
3851,2021-01-31,622728732915,14459034441,290609,229107,551.778,11.573,5.938,10,885259,10.053,20823531150112,1.4024980039849E+20,0.239,906917,13.559,68163,137.955,33452,,,,,,,,,,,
3852,2021-02-01,627398526505,18988744231,277460,227453,940.705,15.512,8.33,12.101,883019,14.66,20823531150112,1.3966052880558E+20,0.21,865084,13.57,91439,136.247,33701,1.1218812465667725,53.54999923706055,6.426799774169922,1.2123857736587524,1.3697690963745117,1860.800048828125,104.68599700927734,30211.91015625,6466.39990234375,3773.860107421875,13403.3896484375
3853,2021-02-02,645814900638,18554069093,367682,186519,817.777,14.02,7.587,9.412,888860,13.455,20823531150112,1.3932826208829E+20,0.275,1039618,13.578,80624,125.947,34689,1.1154738664627075,54.7599983215332,6.46750020980835,1.2068694829940796,1.3678767681121826,1830.5,104.88099670410156,30687.48046875,6516.7001953125,3826.31005859375,13612.7802734375
3854,2021-02-03,680502447749,18490772355,344275,219147,895.086,14.252,8.232,9.6,897618,12.53,20823531150112,1.6428928299244E+20,0.238,1037138,13.556,87809,133.67,36550,1.1142061948776245,55.689998626708984,6.456399917602539,1.203905463218689,1.3659336566925049,1832.199951171875,105.02799987792969,30723.599609375,6507.7998046875,3830.169921875,13610.5400390625
3855,2021-02-04,698791262788,24720193595,367628,222573,847.983,17.037,8.982,9,894317,14.307,20823531150112,1.5556069935781E+20,0.282,1037257,13.585,76348,141.373,37530,1.1131643056869507,56.22999954223633,6.459199905395508,1.2042388916015625,1.364908218383789,1788.9000244140625,104.99500274658203,31055.859375,6503.7001953125,3871.739990234375,13777.740234375
3856,2021-02-05,700268158149,24110806493,360372,204417,745.704,15.011,8.019,8.521,889176,11.991,20823531150112,1.7261614634248E+20,0.261,1108800,13.535,97415,124.247,37607,1.106157898902893,56.849998474121094,6.470699787139893,1.1966731548309326,1.3676148653030396,1810.9000244140625,105.5719985961914,31148.240234375,6489.2998046875,3886.830078125,13856.2998046875
3857,2021-02-06,741190194318,18457318530,333727,257125,782.127,14.11,7.167,9.057,894488,10.643,21384451039676,1.700208753444E+20,0.26,960824,13.603,107331,155.419,39803,,,,,,,,,,,
3858,2021-02-07,720772640216,16301716630,286208,276875,644.307,11.453,5.43,9.231,849970,7.996,21434395961349,1.6950371182931E+20,0.242,987989,13.608,77886,135.048,38705,,,,,,,,,,,
3859,2021-02-08,762064165159,31259263497,335061,276328,1021,16.386,8.885,8.889,852911,11.706,21434395961349,1.7446548948436E+20,0.269,1034730,13.602,212923,299.08,40920,1.112371802330017,57.970001220703125,6.465700149536133,1.2048773765563965,1.3738716840744019,1831.9000244140625,105.4000015258789,31385.759765625,6523.5,3915.590087890625,13987.6396484375
3860,2021-02-09,869423848093,39944679612,359994,440838,1231,25.467,13.752,10.07,905196,18.021,21434395961349,1.5876513941607E+20,0.321,null,13.641,159207,346.188,46682,1.11284339427948,58.36000061035156,6.447999954223633,1.2053595781326294,1.374570369720459,1835.300048828125,105.20999908447266,31375.830078125,6531.60009765625,3911.22998046875,14007.7001953125
3861,2021-02-10,852406280857,28974203615,340615,290471,1020,22.595,12.101,10.07,901470,15.841,21434395961349,1.6003580818481E+20,0.304,1097361,13.81,124292,235.809,45766,1.1205737590789795,58.68000030517578,6.434199810028076,1.2119992971420288,1.3817994594573975,1840.5999755859375,104.57499694824219,31437.80078125,6524.39990234375,3909.8798828125,13972.5302734375
3862,2021-02-11,861270074548,26557293013,304610,361426,1115,28.136,14.944,11.163,897509,18.698,21434395961349,1.3900984386648E+20,0.33,895827,13.835,115390,219.731,46240,1.1232850551605225,58.2400016784668,6.457200050354004,1.2121212482452393,1.3832597732543945,1824.9000244140625,104.61499786376953,31430.69921875,6528.7001953125,3916.3798828125,14025.76953125
3863,2021-02-12,886455370101,27085894527,343164,297144,1006,28.069,14.385,10.141,897930,18.577,21434395961349,1.4807493977312E+20,0.35,1003015,13.817,122503,208.997,47590,1.1234439611434937,59.470001220703125,6.456900119781494,1.2131506204605103,1.381024718284607,1821.5999755859375,104.74099731445312,31458.400390625,6589.7998046875,3934.830078125,14095.4697265625
3864,2021-02-13,880503283984,15577045957,336467,214028,702.738,20.282,9.57,9.172,891829,12.831,21434395961349,1.5749096662777E+20,0.338,1030851,13.704,93740,174.751,47268,,,,,,,,,,,
3865,2021-02-14,904811193938,15572294315,295280,310113,744.446,17.14,6.691,9.73,890478,10.129,21434395961349,1.7040705942111E+20,0.293,984234,13.722,99797,191.921,48570,,,,,,,,,,,
3866,2021-02-15,891498476741,21479953401,311170,365059,938.466,18.976,9.571,9.474,873226,11.5,21434395961349,1.5358557310609E+20,0.334,1012403,13.689,101777,193.373,47853,1.1213792562484741,,6.457200050354004,1.2122093439102173,1.3871549367904663,,105.05899810791016,,6756.10009765625,,
3867,2021-02-16,910000727743,24884132144,296267,414566,1122,19.788,10.656,11.901,899261,13.702,21434395961349,1.3699204046423E+20,0.312,548331,13.714,147792,217.722,48845,1.1238051652908325,60.04999923706055,6.457200050354004,1.2132196426391602,1.3914785385131836,1797.199951171875,105.38700103759766,31522.75,6748.89990234375,3932.590087890625,14047.5
3868,2021-02-17,948281220297,29619088434,317528,332898,1217,22.701,12.024,10.435,901205,14.109,21434395961349,1.4084050757731E+20,0.363,314475,13.736,147890,247.785,50897,1.1195476055145264,61.13999938964844,6.457099914550781,1.2092483043670654,1.388811707496643,1771.0999755859375,106.10299682617188,31613.01953125,6710.89990234375,3931.330078125,13965.490234375
3869,2021-02-18,967025141247,29726617496,316815,360742,1148,24.205,12.606,10.511,886938,14.722,21434395961349,1.5700406476231E+20,0.332,951004,13.777,116096,220.579,51901,1.1130527257919312,60.52000045776367,6.457600116729736,1.2048004865646362,1.3866355419158936,1773.4000244140625,105.86100006103516,31493.33984375,6617.2001953125,3913.969970703125,13865.3603515625
3870,2021-02-19,988641891602,35518331149,341433,367522,1181,24.989,12.95,9.412,888791,14.401,21455226865438,1.513893154981E+20,0.391,1049796,13.827,150898,242.065,53058,1.1163080930709839,59.2400016784668,6.487199783325195,1.209189772605896,1.3967455625534058,1775.800048828125,105.6520004272461,31494.3203125,6624.0,3906.7099609375,13874.4599609375
3871,2021-02-20,1048588622980,28636615639,320329,385518,1147,25.968,12.975,9.863,882088,13.947,21724134900047,1.6313386728074E+20,0.366,999752,13.783,118093,276.35,56272,,,,,,,,,,,
3872,2021-02-21,1062609545976,29842416283,271504,374617,1085,24.174,10.696,10.213,849622,11.558,21724134900047,1.5639717351177E+20,0.363,923185,13.926,111638,242.073,57022,,,,,,,,,,,
3873,2021-02-22,1019916949654,33115033455,285250,381885,1411,25.285,13.601,10.827,876642,13.69,21724134900047,1.5077124693454E+20,0.35,936716,13.943,110348,277.215,54729,1.1152125597000122,61.4900016784668,6.485799789428711,1.2126356363296509,1.403114914894104,1806.699951171875,105.51399993896484,31521.689453125,6612.2001953125,3876.5,13533.0498046875
3874,2021-02-23,912835521161,40592103789,287757,375111,1626,31.477,15.387,11.339,888244,18.902,21724134900047,1.3386710547558E+20,0.357,893364,13.97,131691,351.403,48981,1.1164577007293701,61.66999816894531,6.463099956512451,1.2166796922683716,1.4071228504180908,1804.4000244140625,104.98400115966797,31537.349609375,6625.89990234375,3881.3701171875,13465.2001953125
3875,2021-02-24,927959656539,33197678290,357933,294958,1006,26.364,12.995,9.057,886572,16.023,21724134900047,1.586195637043E+20,0.371,1035468,13.986,103733,260.819,49790,1.1048502922058105,63.220001220703125,6.4629998207092285,1.215214490890503,1.412030577659607,1796.4000244140625,105.28299713134766,31961.859375,6659.0,3925.429931640625,13597.9697265625
3876,2021-02-25,931775926737,45680184010,325960,354656,1008,23.393,11.976,9.231,880952,13.533,21724134900047,1.7467016404266E+20,0.323,1029740,13.987,82520,207.33,49992,1.1030223369598389,63.529998779296875,6.455999851226807,1.2171372175216675,1.4148274660110474,1774.4000244140625,105.94400024414062,31402.009765625,6652.0,3829.340087890625,13119.4296875
3877,2021-02-26,869486176791,30923804102,306277,315004,1015,22.675,10.81,10.36,890723,14.636,21724134900047,1.5192212983605E+20,0.312,943525,13.987,81742,216.981,46648,1.1042768955230713,61.5,6.453800201416016,1.2160420417785645,1.4008152484893799,1728.0999755859375,106.37899780273438,30932.369140625,6483.39990234375,3811.14990234375,13192.349609375
3878,2021-02-27,878454013478,17142819150,320627,246427,668.56,15.332,7.027,9.172,892535,9.613,21724134900047,1.6972763782594E+20,0.301,1067713,13.98,66315,174.644,47126,,,,,,,,,,,
3879,2021-02-28,835531312690,15384925519,254185,305361,775.2,14.635,6.736,10.992,876713,9.208,21724134900047,1.4752217532994E+20,0.274,890425,13.984,73439,192.524,44822,,,,,,,,,,,
3880,2021-03-01,887034718068,23676243023,280355,302693,1068,20.678,10.88,11.077,882333,13.045,21724134900047,1.3945547688737E+20,0.319,844795,13.974,89756,188.287,47582,1.1020498275756836,60.63999938964844,6.47790002822876,1.208956003189087,1.3972529172897339,1722.5,106.50299835205078,31535.509765625,6588.5,3901.820068359375,13588.830078125
3881,2021-03-02,906623163709,26661090088,338007,271594,929.495,19.102,10.012,10.07,895085,12.938,21724134900047,1.5171770452291E+20,0.329,1012877,13.988,103342,168.774,48631,1.0930156707763672,59.75,6.463200092315674,1.2051095962524414,1.3929517269134521,1733.0999755859375,106.85099792480469,31391.51953125,6613.7998046875,3870.2900390625,13358.7900390625
3882,2021-03-03,939771853985,26822591540,333250,283547,984.487,20.071,10.261,9.474,898009,12.261,21724134900047,1.6646114458583E+20,0.328,1074771,14.054,94227,160.235,50406,1.0928961038589478,61.279998779296875,6.4695000648498535,1.208546757698059,1.3954981565475464,1715.300048828125,106.75800323486328,31270.08984375,6675.5,3819.719970703125,12997.75
3883,2021-03-04,921372451483,24341165061,289503,259089,994.804,19.282,9.759,11.25,892023,12.377,21724134900047,1.4853589342763E+20,0.304,922105,14.066,81460,152.537,49417,1.087311029434204,63.83000183105469,6.466800212860107,1.2050660848617554,1.3926994800567627,1700.199951171875,107.05799865722656,30924.140625,6650.89990234375,3768.469970703125,12723.4697265625
3884,2021-03-05,889568146765,26415045684,317631,267180,831.072,17.178,8.476,9.664,881397,10.942,21724134900047,1.5007708989379E+20,0.332,1008576,14.141,70950,146.861,47709,1.0761018991470337,66.08999633789062,6.468999862670898,1.1967735290527344,1.3894098997116089,1698.0,107.95500183105469,31496.30078125,6630.5,3841.93994140625,12920.150390625
3885,2021-03-06,906061024150,14460254085,287811,258644,697.77,13.152,6.254,9.474,880871,7.583,21473685655440,1.6074931374431E+20,0.311,1002900,14.133,40281,128.115,48591,,,,,,,,,,,
3886,2021-03-07,935995718269,16737731974,260593,410320,846.965,13.72,6.312,9.863,875061,7.245,21448277761060,1.5221847506285E+20,0.324,880049,14.11,68935,137.583,50194,,,,,,,,,,,
3887,2021-03-08,946934964205,27037379011,291800,340933,925.55,15.757,7.344,9.29,852833,8.552,21448277761060,1.6533132908005E+20,0.325,991359,14.08,81828,146.514,50778,1.0750375986099243,65.05000305175781,6.495699882507324,1.1925631761550903,1.385367751121521,1677.699951171875,108.41899871826172,31802.439453125,6719.10009765625,3821.35009765625,12609.16015625
3888,2021-03-09,1006482027303,29962413984,299542,351313,1135,18.943,8.885,10.286,875432,10.731,21448277761060,1.5946391716503E+20,0.332,908177,14.097,85849,171.991,53969,1.0686043500900269,64.01000213623047,6.524600028991699,1.185171127319336,1.3823610544204712,1716.5999755859375,108.93900299072266,31832.740234375,6730.2998046875,3875.43994140625,13073.8203125
3889,2021-03-10,1032397602941,28894685618,344539,274143,1014,17.716,9.383,9.664,898425,10.591,21448277761060,1.5355720916523E+20,0.375,1027662,14.107,81908,170.42,55356,1.0774236917495728,64.44000244140625,6.5055999755859375,1.1897906064987183,1.3890432119369507,1721.5,108.5770034790039,32297.01953125,6725.60009765625,3898.81005859375,13068.830078125
3890,2021-03-11,1049378371684,30327009188,291113,325750,1105,21.468,11.063,10.909,893181,11.871,21448277761060,1.4711391170198E+20,0.358,939125,14.117,95858,157.426,56264,1.0756157636642456,66.0199966430664,6.504899978637695,1.1926058530807495,1.3931456804275513,1722.300048828125,108.43199920654297,32485.58984375,6737.0,3939.340087890625,13398.669921875
3891,2021-03-12,1060175530645,30382121950,320594,248755,984.937,20.783,10.245,9.6,884413,11.119,21448277761060,1.5635167152078E+20,0.383,1038846,14.135,104787,154.201,56840,1.0814785957336426,65.61000061035156,6.493000030517578,1.1986095905303955,1.3989927768707275,1719.5,108.55500030517578,32778.640625,6761.5,3943.340087890625,13319.8603515625
3892,2021-03-13,1096262387096,26945740122,276929,254221,1119,24.808,11.456,10.07,853246,11.572,21448277761060,1.5465488058074E+20,0.384,925503,14.158,154790,207.626,58772,,,,,,,,,,,
3893,2021-03-14,1128089409418,23602464257,307893,257249,772.375,17.368,8.212,9.172,892850,8.27,21448277761060,1.6282689349543E+20,0.397,1015723,14.201,102059,196.531,60475,,,,,,,,,,,
3894,2021-03-15,1073660438971,33369754964,292083,256907,1118,22.263,11.511,9.73,870500,10.89,21448277761060,1.6139048637356E+20,0.37,987942,14.297,116563,176.729,57111,1.076119303703308,65.38999938964844,6.498499870300293,1.1950000524520874,1.3929517269134521,1728.9000244140625,109.11699676513672,32953.4609375,6749.7001953125,3968.93994140625,13459.7099609375
3895,2021-03-16,1032545698462,31435863105,319344,253280,981.368,19.128,9.269,9.664,881428,10.6,21448277761060,1.596583369563E+20,0.361,1033367,14.277,99951,162.274,55340,1.0780508518218994,64.80000305175781,6.498899936676025,1.1925773620605469,1.3899120092391968,1730.5999755859375,109.13400268554688,32825.94921875,6803.60009765625,3962.7099609375,13471.5703125
3896,2021-03-17,1047147207069,25799457635,295983,276690,1011,20.073,11.225,10.588,900627,11.079,21448277761060,1.5369321001421E+20,0.349,971402,14.277,106258,157.531,56137,1.0813149213790894,64.5999984741211,6.505000114440918,1.190164566040039,1.3902212381362915,1726.800048828125,109.02899932861328,33015.37109375,6762.7001953125,3974.1201171875,13525.2001953125
3897,2021-03-18,1091192728090,26842688639,331566,230138,998.345,24.206,11.996,9.474,884838,12.627,21448277761060,1.4953597032332E+20,0.425,1021309,14.299,106755,155.945,58477,1.084316372871399,60.0,6.502600193023682,1.1982792615890503,1.3975849151611328,1732.199951171875,108.89099884033203,32862.30078125,6779.7001953125,3915.4599609375,13116.169921875
3898,2021-03-19,1087357958333,25479542219,316032,226492,949.944,21.453,10.283,9.73,890748,11.177,21524403218194,1.6103730236558E+20,0.377,997809,14.314,106380,139.823,58278,1.0783764123916626,61.41999816894531,6.504799842834473,1.1918240785598755,1.3925055265426636,1741.4000244140625,108.93099975585938,32627.970703125,6708.7001953125,3913.10009765625,13215.240234375
3899,2021-03-20,1096737466139,19001728770,286794,237133,786.308,17.289,7.307,9.351,869455,8.062,21865558044611,1.6658872841026E+20,0.369,974431,14.318,92396,128.959,58776,,,,,,,,,,,
3900,2021-03-21,1069364387885,17533683606,234780,271008,835.452,14.866,5.512,9.231,846739,5.883,21865558044611,1.6596970916255E+20,0.358,936115,14.369,80437,131.404,57303,,,,,,,,,,,
3901,2021-03-22,1059977262366,28248075312,297259,248804,972.241,16.246,7.381,9.536,870478,8.268,21865558044611,1.7141737589482E+20,0.341,965418,14.379,103950,138.508,56801,1.0752226114273071,61.54999923706055,6.499000072479248,1.1883116960525513,1.3832597732543945,1737.800048828125,108.87100219726562,32731.19921875,6726.10009765625,3940.590087890625,13377.5400390625
3902,2021-03-23,1020809090311,37921490830,314073,316802,922.318,14.165,6.616,8.944,872661,7.482,21865558044611,1.7245128399262E+20,0.345,1083569,14.338,94277,141.034,54699,1.0831888914108276,57.7599983215332,6.50629997253418,1.193303108215332,1.3862512111663818,1724.699951171875,108.7760009765625,32423.150390625,6699.2001953125,3910.52001953125,13227.7001953125
3903,2021-03-24,1029146872689,33574543475,304941,296800,980.627,14.91,7.533,9.474,880506,7.99,21865558044611,1.7204233374388E+20,0.331,990377,14.364,130216,158.532,55143,1.0700680017471313,61.18000030517578,6.514900207519531,1.1840205192565918,1.3730417490005493,1732.9000244140625,108.5199966430664,32420.060546875,6712.89990234375,3889.139892578125,12961.8896484375
3904,2021-03-25,972919538753,42386358281,318408,280559,919.162,13.789,6.178,9.351,892913,8.05,21865558044611,1.6458810468791E+20,0.332,1083562,14.329,137938,171.704,52127,1.068387508392334,58.560001373291016,6.514599800109863,1.1813069581985474,1.3688879013061523,1724.9000244140625,108.79000091552734,32619.48046875,6674.7998046875,3909.52001953125,12977.6796875
3905,2021-03-26,993128213373,31902997837,293474,263813,1028,14.729,7.413,10.588,872522,8.728,21865558044611,1.5251368776032E+20,0.325,891746,14.282,137602,142.016,53208,1.0643846988677979,60.970001220703125,6.5447998046875,1.1776621341705322,1.374910593032837,1732.199951171875,109.17900085449219,33072.87890625,6740.60009765625,3974.5400390625,13138.73046875
3906,2021-03-27,1029912080094,20326318231,288100,236188,775.381,12.761,5.406,9.057,899006,6.287,21865558044611,1.6726627641056E+20,0.35,1001179,14.286,106231,128.065,55175,,,,,,,,,,,
3907,2021-03-28,1042283088650,18020695813,248446,206956,755.722,13.035,5.247,9.057,876628,5.518,21865558044611,1.7314934491779E+20,0.339,925338,14.281,86361,124.396,55835,,,,,,,,,,,
3908,2021-03-29,1062404950140,30355000226,303154,301762,1042,15.159,7.928,9.536,877636,7.886,21865558044611,1.6558643026466E+20,0.352,911249,14.327,104638,137.011,56910,1.064339280128479,61.560001373291016,6.540500164031982,1.1788004636764526,1.3791011571884155,1712.0999755859375,109.79100036621094,33171.37109375,6736.2001953125,3971.090087890625,13059.650390625
3909,2021-03-30,1089310411874,27082239353,320944,272247,1008,17.563,9.001,9.863,885075,9.577,21865558044611,1.6146059922798E+20,0.365,1000015,14.332,111290,145.353,58349,1.0650761127471924,60.54999923706055,6.568699836730957,1.177100658416748,1.3775053024291992,1683.9000244140625,109.83599853515625,33066.9609375,6772.10009765625,3958.550048828125,13045.3896484375
3910,2021-03-31,1095926423805,30294388402,332592,240534,980.646,18.084,8.787,9.172,883290,9.459,21865558044611,1.6355853683098E+20,0.389,1050294,14.331,108145,144.583,58700,1.0619205236434937,59.15999984741211,6.571000099182129,1.1723604202270508,1.3746649026870728,1713.800048828125,110.30500030517578,32981.55078125,6713.60009765625,3972.889892578125,13246.8701171875
3911,2021-04-01,1099121102988,32626194402,311794,257955,998.433,16.992,8.579,9.931,886005,9.037,21865558044611,1.7331257407383E+20,0.338,1002317,14.33,69301,154.82,58868,1.0594342947006226,61.45000076293945,6.551199913024902,1.1728830337524414,1.3786258697509766,1726.5,110.75,33153.2109375,6737.2998046875,4019.8701171875,13480.1103515625
3912,2021-04-02,1106599286693,30385803529,305648,268420,1003,17.337,8.719,10.286,884061,9.275,23064760716651,1.6185468263934E+20,0.353,937863,14.34,30540,143.921,59266,1.0614471435546875,,6.5644001960754395,1.177994966506958,1.383508563041687,,110.61299896240234,,,,
3913,2021-04-03,1100431771995,21242591514,281586,280926,866.506,17.568,8.787,10.992,884107,9.303,23137439666472,1.5606186107502E+20,0.341,826749,14.319,75450,126.514,58933,,,,,,,,,,,
3914,2021-04-04,1077553114989,15740704522,245861,271675,744.38,15.771,7.212,9.863,874973,6.863,23137439666472,1.6592418112923E+20,0.341,893180,14.321,87528,122.156,57705,,,,,,,,,,,
3915,2021-04-05,1084708156667,31203908995,288890,352131,988.352,18.992,8.591,9.231,862111,8.837,23137439666472,1.7091408190615E+20,0.363,1040641,14.278,44761,130.459,58085,1.0615711212158203,58.650001525878906,6.566500186920166,1.176816701889038,1.383125901222229,1727.0,110.677001953125,33527.19140625,,4077.909912109375,13705.58984375
3916,2021-04-06,1091752439532,44551728737,309421,399032,1057,20.105,9.613,10,884008,10.578,23137439666472,1.6782304274115E+20,0.351,1029256,14.235,32289,129.655,58460,1.0683304071426392,59.33000183105469,6.565899848937988,1.1818934679031372,1.3914011716842651,1741.5,110.19300079345703,33430.23828125,6823.60009765625,4073.93994140625,13698.3798828125
3917,2021-04-07,1064111441398,33924614678,321162,301682,958.7,17.927,8.521,9.172,888534,9.341,23137439666472,1.7153538572573E+20,0.359,1058938,14.26,86985,129.445,56977,1.0736525058746338,59.77000045776367,6.53849983215332,1.1874228715896606,1.383125901222229,1740.0999755859375,109.79299926757812,33446.26171875,6885.2998046875,4079.949951171875,13688.83984375
3918,2021-04-08,1067884294500,34178632541,278400,308327,993.544,18.808,9.433,10.746,883754,9.861,23137439666472,1.7975842791644E+20,0.296,976554,14.277,104094,121.452,57176,1.0760787725448608,59.599998474121094,6.540999889373779,1.1873664855957031,1.3743815422058105,1756.800048828125,109.85199737548828,33503.5703125,6942.2001953125,4097.169921875,13829.3095703125
3919,2021-04-09,1087236913470,33237308602,324568,285991,932.189,20.873,9.472,9.474,888748,10.919,23137439666472,1.5239160405276E+20,0.407,1045474,14.323,102638,112.812,58209,1.0820636749267578,59.31999969482422,6.550000190734863,1.1915684938430786,1.373437762260437,1743.300048828125,109.33000183105469,33800.6015625,6915.7998046875,4128.7998046875,13900.1904296875
3920,2021-04-10,1118247770164,29236257341,298929,308410,799.178,18.022,8.212,9.172,881319,8.404,23137439666472,1.8640802936005E+20,0.344,1032385,14.359,110849,130.316,59866,,,,,,,,,,,
3921,2021-04-11,1116950956402,19458041566,253304,323171,779.714,14.868,6.457,9.931,863582,6.502,23137439666472,1.7052370273752E+20,0.34,915759,14.342,94714,124.765,59794,,,,,,,,,,,
3922,2021-04-12,1122868810393,37306131169,291225,346001,1126,18.942,8.558,10,883178,9.258,23137439666472,1.7014812415513E+20,0.35,969344,14.388,132176,128.714,60108,1.0807422399520874,59.70000076293945,6.552000045776367,1.1900511980056763,1.3712154626846313,1731.199951171875,109.69400024414062,33745.3984375,6889.10009765625,4127.990234375,13850.0
3923,2021-04-13,1161057410251,45229571000,310071,382819,1167,20.41,9.971,10.141,876351,10.297,23137439666472,1.6726755555078E+20,0.368,1003818,14.41,171108,178.476,62149,1.084481120109558,60.18000030517578,6.547900199890137,1.1914690732955933,1.3753834962844849,1746.199951171875,109.3740005493164,33677.26953125,6890.5,4141.58984375,13996.099609375
3924,2021-04-14,1185186761045,49629168041,297359,389263,1285,29.053,13.477,10.667,902130,13.903,23137439666472,1.518717730477E+20,0.409,949048,14.464,161204,193.005,63438,1.0868383646011353,63.150001525878906,6.542600154876709,1.1954143047332764,1.3759700059890747,1734.9000244140625,108.92400360107422,33730.890625,6939.60009765625,4124.66015625,13857.83984375
